id_shopee;produto;preco;comissao_rs;vendas;nota;link_foto;link_afiliado;data_geracao;status;id_instagram
23698091239;"""💄🎀 Organize sua maquiagem com estilo e facilidade com o Organizador de Maquiagem Acrílico Giratório 360º! Suporte para cosméticos com design moderno e funcionalidade incrível. Compre agora por apenas R$ 39,90 e seja a rainha da beleza! 💁‍♀️ Comente EU QUERO que te envio o link!""";39.9;6.38;5337;4.4;https://cf.shopee.com.br/file/br-11134207-7r98o-m415wji061xdd5;https://s.shopee.com.br/2g6p6yIBi1;2026-03-30 17:03:56;pendente;
23294184706;"""Revolucione sua casa com o Conjunto de Cabeceiras em Módulos NÚVEM, composto por 1 kit Mesa de Cabeceira CLÉO com 1 Gaveta e Prateleira, disponível em cores variadas e por apenas R$ 189,9! 💫🛋️🔥 Comente EU QUERO que te envio o link! 👉""";189.9;24.69;220;4.6;https://cf.shopee.com.br/file/br-11134207-7r98o-mbmfb2fi1pq00a;https://s.shopee.com.br/6pwOTNOtKy;2026-03-30 23:04:18;pendente;
21797514968;"""Desperte seu dia com estilo! 🌞🍵 Ofereça um café de alta qualidade com nossas 12 peças de cerâmica em porcelana, cada uma uma obra de arte! 🎨 Preço incrível: R$ 45,8! 🤑 Não perca mais tempo, é hora de investir em um kit que fará a diferença! 💪 Comente EU QUERO que te envio o link! 😉""";45.8;1.37;1099;4.8;https://cf.shopee.com.br/file/br-11134207-7r98o-m2885ktodu8651;https://s.shopee.com.br/6fcyH4PWfx;2026-03-30 23:04:18;pendente;
23794280418;"""Organize sua geladeira com estilos! 🍹🍦 Acabou de encontrar o seu aliado no armazenamento: Organizadores de Geladeira de Acrílico com Tampa Drenagem 2,2 Litros, por apenas R$ 29,9! 🤑 Agora você pode aproveitar seu espaço e manter tudo fresco e organizado! 📈 Comente EU QUERO que te envio o link! 📲""";29.9;3.89;1574;4.8;https://cf.shopee.com.br/file/sg-11134201-7reoj-mduoq6vfyxwz9b;https://s.shopee.com.br/7AZErzNcf4;2026-03-30 23:04:18;pendente;
48950637633;"""Limpeza fácil e eficaz com o Mop Giratório Cabo Grande de 120 cm 8 Litros Cesto Em Inox e Plástico - Balde Centrífuga Preto! 💪🏼🧹 Preço incrível de R$ 37.94! 🚀 Compre agora e tire proveito da limpeza profissional em suas casas! 🏠💦 Comente EU QUERO que te envio o link! 👉""";37.94;4.17;2762;4;https://cf.shopee.com.br/file/br-11134207-81z1k-mhwdoc0ekb9if7;https://s.shopee.com.br/70FofgOG03;2026-03-30 23:04:18;pendente;
7563977602;"""🔧🎁 Oferecemos o Kit Completo de Ferramentas Fasterr, com 129 peças e maleta organizadora, perfeito para profissionais ou hobbyistas, por apenas R$ 85,99! 🔥👍 Comente eu quero que te envio o link! 👉""";85.99;2.58;860;4.8;https://cf.shopee.com.br/file/br-11134207-7r98o-m54p3h2s0gc239;https://s.shopee.com.br/7VC5GbMLzA;2026-03-30 23:04:18;pendente;
22399020862;"""🔩🔧🔩 Desbloqueie sua criatividade! 🎨 Com essa incrível parafusadeira furadeira e chave de impacto 21V, você pode realizar qualquer projeto 🏠👨‍🔧 com facilidade e eficácia! 🚀 Com 2 baterias sem fio e soquetes, você nunca mais precisará se preocupar com descarregar 🔋🔄. E não se esqueça da maleta profissional para transportar com estilo 👥! Preço incrível: R$ 107,99 🤑. Comente EU QUERO que te envio o link! 💥""";107.99;7.56;178;4.7;https://cf.shopee.com.br/file/sg-11134201-824jh-mfns474cwxzd26;https://s.shopee.com.br/1LbSn58hLF;2026-03-31 12:07:54;pendente;
26991849556;"""Desbloqueie o seu estilo no banheiro com o Rack de Armazenamento em Alumínio Dourado Preto MEIDOO! 🏨💃🏽🕺🏻 Agilize seu dia a dia com esse acessório simples e elegante, perfeito para guardar toalhas, produtos de higiene e mais! 🔓👍 Preço incrível: R$ 37,5! 🤑 Comente EU QUERO que te envio o link! 💬""";37.5;3.38;375;4.9;https://cf.shopee.com.br/file/cn-11134207-820l4-meurxjnzqfi8c1;https://s.shopee.com.br/1qXjO06nKM;2026-03-31 12:07:54;pendente;
15996815127;"""Descubra o jeito perfeito de preparar seu cafézinho em casa com o Kit Presente! Jogo de xícaras em madeira com pires coração, perfeito para criar um cantinho do café para você e seus amigos 🍵👫! Preço irrisório: R$ 48,50! 🤯 Comente EU QUERO que te envio o link! 👉""";48.5;6.30;178;4.9;https://cf.shopee.com.br/file/br-11134207-820me-mm23fwcdsnpi13;https://s.shopee.com.br/1gEJBh7QfL;2026-03-31 12:07:54;pendente;
23598669907;"""Descubra a bolsa multifuncional que revoluciona a maternidade! 🤰🏼 Bolsa térmica, impermeável e transformável em berço M002, perfeito para mamãe e bebê! 💕 R$ 79,99, um preço incrível! 🤑 Comente EU QUERO que te envio o link! 👉""";79.99;12.00;99;4.9;https://cf.shopee.com.br/file/br-11134207-7r98o-mbct07c2ym4v87;https://s.shopee.com.br/2BAZmc5WeS;2026-03-31 12:07:54;pendente;
23193407563;"""Transforme sua vida de reparos com a Parafusadeira Furadeira 48V 2 Baterias, completa com maleta e acessórios, por apenas R$ 99,99! 🛠️💨 Economize tempo e dinheiro com essa ferramenta incrível! Vai mudar sua forma de pensar sobre reparos! 🤯 Comente EU QUERO que te envio o link! 👉""";99.99;11.00;75;4.8;https://cf.shopee.com.br/file/br-11134207-7r98o-m106y9pfreou43;https://s.shopee.com.br/20r9aJ69zR;2026-03-31 12:07:54;pendente;
16610445000;"""💦👀 Encontre o Kit 5 Toalhas Umedecidas Turminha da Bagunça 120 Folhas com Tampa! 🎉 Agora você pode ter sempre por perto suas toalhas favoritas para limpar seu rosto e corpo, sem gastar muito 💸 R$ 34,8 é um preço incrível para essa quantidade! 💯 Comente EU QUERO que te envio o link!""";34.8;2.78;8286;4.9;https://cf.shopee.com.br/file/br-11134207-820mh-mlnprwiwlxc774;https://s.shopee.com.br/8ARnG822Lb;2026-03-31 17:06:19;pendente;
23093068858;"""🍲👌 Acabe com a bagunça de seus alimentos com o nosso Conjunto 5 Potes de Vidro Hermetico Bowl Tigela Com Tampa Marmita Alimentos Preto Branco! 🚫 Não perca mais tempo lavando pratos, é fácil e prático! 🙌 Preço incrível: R$ 19,9! 💸 Comente EU QUERO que te envio o link! 👉""";19.9;3.58;192;4.7;https://cf.shopee.com.br/file/br-11134207-7r98o-mcm7glsq90xtb6;https://s.shopee.com.br/900uFeyrem;2026-03-31 17:06:19;pendente;
14335736717;"""Transforme sua unha em um trabalho de arte com o Kit De Unha Gel Completo Fibra! Alongamento fácil e imediato, preço incrível R$ 172,99 e envio rápido! 🌸👀 Comente EU QUERO e eu te envio o link! 😉""";172.99;41.52;427;4.8;https://cf.shopee.com.br/file/br-11134207-820mb-mlcmnsmhuiv9aa;https://s.shopee.com.br/9AKKRxyEJp;2026-03-31 17:06:19;pendente;
18468814604;"""🚨 Proteja suas janelas dos insetos invasores com a Tela Mosqueteiro Janelas Magnético Anti Inseto Ajustável! 🐜👍 Fácil de instalar, ajustável e resistente, este acessório é uma solução incrível para qualquer lar! 🏠 R$ 24.49 é um preço incrível! 🤑 Comente EU QUERO que te envio o link! 💻""";24.49;3.18;1768;4.4;https://cf.shopee.com.br/file/sg-11134201-7rdxt-mdlb691y6wr91d;https://s.shopee.com.br/8fO3r308Kk;2026-03-31 17:06:19;pendente;
23198789124;"""Vem cá, amigas! 😍 Encontre o Kit 10 Pano de Prato Atoalhado Estampado 100% Algodão por apenas R$ 32,5! 🤩 Não perca mais tempo lavando pratos, esses panos são super absorventes e fáceis de limpar! 🚿 Além disso, são estampados e vão acrescentar um toque de estilo na sua cozinha! 🏠 Comente EU QUERO que te envio o link! 📲""";32.5;5.20;616;4.5;https://cf.shopee.com.br/file/sg-11134201-7rdvk-md0wbc3wep4n07;https://s.shopee.com.br/8phU3LzUzn;2026-03-31 17:06:19;pendente;
22293819530;"""Vestido longo com forro e bojo, feminino com manga variadas! Super confortáveis e leves, qualidade e durabilidade garantidas! Preço incrível de R$ 68,81! Comente EU QUERO que te envio o link! 👉🏻👀👗""";68.81;15.83;99;4.9;https://cf.shopee.com.br/file/br-11134207-7r98o-mbaadmixtnrj1b;https://s.shopee.com.br/W2MWP65fX;2026-03-31 23:01:03;pendente;
58253269557;"""Divirta-se com o Kit 3 Body Splash Delight Very Sexy Roses 200ml Barbours 🌹💃, um perfume para mulher que exala sensualidade e elegância, com um preço incrível de R$ 156,9! É o momento de se sentir linda e sexy, Comente EU QUERO que te envio o link!""";156.9;36.09;5107;4.9;https://cf.shopee.com.br/file/br-11134207-81ztc-mjhapy8ec8hy64;https://s.shopee.com.br/gLmii5SKa;2026-03-31 23:01:03;pendente;
23698912945;"""Kit completa para sua cozinha! 🍳🥘 Compre agora o Kit Boleira Alta + Queijeira + Jarra 2 Litros + Manteigueira + Açucareiro Em Acrílico Resistente por apenas R$ 179.9! 🤑👉 Conheça mais sobre essa oferta incrível e aproveite essa oportunidade única! 🤩 Comente EU QUERO que te envio o link! 📲""";179.9;23.39;25;4.8;https://cf.shopee.com.br/file/br-11134207-81ztc-mkiacs8mk3cwc2;https://s.shopee.com.br/qfCv14ozd;2026-03-31 23:01:03;pendente;
23499008975;"""Kit de 2 tênis unissex para todos os estilos 🏃‍♂️👟! Cores incríveis: Branco 🌟, Preto 🔴, Cinza ⬜️ e Caramelo 🍭! Preço incrível: R$ 111,99! Não perca essa oportunidade de ter dois pares de tênis perfeitos! Comente EU QUERO que te envio o link! 👉""";111.99;3.36;111;4.8;https://cf.shopee.com.br/file/sg-11134201-824hc-mfmynq096z2nb1;https://s.shopee.com.br/10yd7K4Beg;2026-03-31 23:01:03;pendente;
41012357542;"""🔩💥 Acabou de encontrar a melhor opção de máquina de solda portátil! 🔴🔵 110V/220V MMA-200, tecnologia IGBT, ferramenta de soldagem profissional e fácil de usar, agora por apenas R$ 238,8! 🔥 Não perca mais tempo e comece a criar seus projetos incríveis! 🔨👍 Comente EU QUERO que te envio o link!""";238.8;38.21;824;4.9;https://cf.shopee.com.br/file/cn-11134207-820l4-mk0cbu93vx1f01;https://s.shopee.com.br/1BI3Jd3YJj;2026-03-31 23:01:03;pendente;
12823128886;"""Eleve seu treino com a melhor creatina do mercado! 🏋️‍♂️🔥 Integralmedica - Creatina em Cápsulas Hardcore, 100% pura e monohidratada para resultados rápidos e seguros. 60 cápsulas de alta qualidade por apenas R$ 23,98! 🤯 Comente EU QUERO que te envio o link! 👉""";23.98;3.12;2134;4.9;https://cf.shopee.com.br/file/sg-11134201-7renj-m2ckuwis1x9y28;https://s.shopee.com.br/40cFYqdSZF;2026-04-01 12:07:33;pendente;
56506200247;"""💥 Duplo o impacto com o Microfone Sem Fio de Lapela Duplo Magnético Redondo Bluetooth para Celular Entrevista 2 em 1 da A'Gold! 🎤 Registra com clareza e sem ruído, perfeito para entrevistas, podcasts e vídeos! 📹 R$ 66.49, um preço incrível! 💸 Comente EU QUERO que te envio o link! 👇""";66.49;7.98;879;5;https://cf.shopee.com.br/file/br-11134207-81zup-mkoced2dwni993;https://s.shopee.com.br/4VYW9lbYYM;2026-04-01 12:07:33;pendente;
20899761631;"""✨ Carregue sua vida com a Inova Bateria Portátil Power Bank 20.000mAh/10.000mAh, carregador universal 22,5W com visor de bateria, perfeito para smartphones, tabletas e outros dispositivos! 📈 R$119,9 é um preço incrível! 🤑 Comente EU QUERO que te envio o link! 👉""";119.9;15.59;1874;4.9;https://cf.shopee.com.br/file/br-11134207-7r98o-manzmd5jc0l56b;https://s.shopee.com.br/4LF5xScBtL;2026-04-01 12:07:33;pendente;
18499668742;"""Preparar refeições deliciosas e sem esforço é possível! 🍳👨‍🍳 Jogo de panelas 13 peças + panela de pressão 2L, completo com frigideira e caçarola, em superfície teflon antiaderente, tudo por apenas R$ 189,9! 🤯 Comente EU QUERO que te envio o link! 👉""";189.9;34.18;96;4.7;https://cf.shopee.com.br/file/br-11134207-820ll-mlw8e6mhslc068;https://s.shopee.com.br/4qBMYNaHsS;2026-04-01 12:07:33;pendente;
43078858558;"""🎮👍 Eleva o seu jogo com o Kit Mobilador One Hand Gamer Completo para celular! 📱👌 Com teclado + mouse gamer Led RGB, você vai dominar qualquer mapa em um clique! 🤯 Preço incrível de R$ 49.89 🤑! Comente EU QUERO que te envio o link! 👉""";49.89;2.99;1842;4.8;https://cf.shopee.com.br/file/br-11134207-81zun-ml3q1lba76rm26;https://s.shopee.com.br/4frwM4avDR;2026-04-01 12:07:33;pendente;
18997974535;"""💛🍷🍹 Você está procurando por um conjunto de taças incrível e elegante para seu chá, vinho ou suco? 🤩 Descubra o Jogo Taças Vidro Diamond Bico Jaca Abacaxi, disponível por apenas R$ 14,89! 🤑💸 Compre agora e se prepare para receber seus convidados com estilo! 🎉 Comente EU QUERO que te envio o link! 👉""";14.89;1.94;1206;4.9;https://cf.shopee.com.br/file/br-11134207-820lp-mldnylumwikm80;https://s.shopee.com.br/9pa2ptwF8P;2026-04-01 17:03:37;pendente;
22899026730;"""🔥📈 Ofereça tudo para você, sem sacrifícios! O Smartwatch 2025 Novo X90 com tela de 2.2 polegadas, compatível com iOS e Android, é um completo 7 em 1 que inclui I15, TWS e muito mais! 💸 Preço incrível: R$ 59,9! 🤑 Comente EU QUERO que te envio o link! 👉""";59.9;4.79;262;4.7;https://cf.shopee.com.br/file/br-11134207-81z1k-mhhx2ej7bbwja5;https://s.shopee.com.br/9KdmEyy99K;2026-04-01 17:03:37;pendente;
23093068489;"""🎧🔥 Acabou de encontrar o fone de ouvido perfeito! 🤩 O M10 Fone De Ouvido Bluetooth 5.1 com display LED, TWS touch e redução de ruído à prova d'água sem fio está à venda por apenas R$ 19.99! 🤑 Não perca essa oportunidade incrível! 🔥 Comente EU QUERO que te envio o link! 👉""";19.99;2.40;3077;4.7;https://cf.shopee.com.br/file/br-11134207-7r98o-lvt5ab4bk6aue3;https://s.shopee.com.br/9UxCRHxVoN;2026-04-01 17:03:37;pendente;
58251577343;"""Obtenha o Kit Linha Churrasco Casa Flamengo Oficial Presentes Rubro-negro por apenas R$ 59,99 🚀 e leve o fogo da paixão para sua casa! 🏠🔥 Churrasco, música, amigos e uma atmosfera inesquecível, é isso que você precisa para uma noite inesquecível! 🎉 Comente EU QUERO que te envio o link! 👉""";59.99;4.20;14;4.8;https://cf.shopee.com.br/file/br-11134207-81z1k-mihlslkh1on7be;https://s.shopee.com.br/900vqMzPpI;2026-04-01 17:03:37;pendente;
23993384831;"""Resfrie-se em estilo com o nosso Ventilador de Coluna ajustável 103cm-130cm! 🌞🌈 Ajuste de altura livre, 110v/220v compatível e preço incrível de R$ 85,99! 🛍️ Compre agora e se prepare para um verão fresco! 🌴 Comente EU QUERO que te envio o link!""";85.99;7.74;667;4.6;https://cf.shopee.com.br/file/br-11134207-7r98o-m0t0oki833pde3;https://s.shopee.com.br/9AKM2fymUL;2026-04-01 17:03:37;pendente;
23098540150;"""Cozinhe com segurança e eficiência com a nossa panela de pressão vermelha de 3-4,5-7-10L, com fechamento externo e selo Inmetro, garantia de 1 ano e preço incrível de R$139,9! 🚀🔥💯 Comente EU QUERO que te envio o link!""";139.9;9.79;325;4.9;https://cf.shopee.com.br/file/br-11134207-7r98o-ma60xt0i2arr05;https://s.shopee.com.br/7KsiGDFcoB;2026-04-01 23:06:18;pendente;
22498165150;"""⚡️ Organize sua cozinha de forma elegante e eficiente com o nosso Escorredor De Louça Suspenso Boutique! 🍳✨ Com 85cm de comprimento e feito de aço inoxidável de alta qualidade, você terá espaço para armazenar todos os seus utensílios e louças. 🍴💨 E o melhor: preço incrível de R$ 98,8! 🤑 Comente EU QUERO que te envio o link!""";98.8;6.92;2318;4.7;https://cf.shopee.com.br/file/sg-11134201-7rdvj-mcqo99vrekybf7;https://s.shopee.com.br/5q3uTSLKqu;2026-04-01 23:06:18;pendente;
22294386553;"""🏠🎉 Descubra o Varal de Chão Grande Portátil 3 Andares com Rodinhas Dobrável Retrátil Reforçado com Abas Laterais! 🤩 Agora você pode organizar seus móveis de forma fácil e segura! 📦 Preço incrível: R$ 59,99! 🤑 Comente EU QUERO que te envio o link! 👇""";59.99;7.80;36;4.5;https://cf.shopee.com.br/file/br-11134207-81z1k-me7a0j4a1ddt30;https://s.shopee.com.br/5fkUH9LyBt;2026-04-01 23:06:18;pendente;
21699886642;⚡️ Descubra o chinelo mais confortável e estiloso da praia! 🏝️ Chinelo Arara Azul 🐦 com variações, super conforto e estilo tropical! 🌴 Estoque limitado, preços incríveis: R$ 26,99! 🤑 Comente EU QUERO que te envio o link! 💥;26.99;4.86;467;4.6;https://cf.shopee.com.br/file/sg-11134201-824gw-mejx0405djb5f5;https://s.shopee.com.br/5VR44qMbWs;2026-04-01 23:06:18;pendente;
22198213157;"""🍳👨‍🍳 Viva a culinária sem stress! 🤯 Descubra a Panela de Pressão 4.5l Antiaderente/Teflon com fechamento externo alegrete, perfeita para cozimentos rápidos e saúde sem compromisso com o orçamento! 🤑 Preço incrível: R$ 139,9! 📈 Comente EU QUERO que te envio o link! 📲""";139.9;15.39;51;4.9;https://cf.shopee.com.br/file/br-11134207-7r98o-mdrplq7gsxjl6f;https://s.shopee.com.br/5L7dsXNErr;2026-04-01 23:06:18;pendente;
22393485784;"""Cozinhe sem problemas com o Jogo De Frigideira Rotoprint Antiaderente 3 Peças! 🍳👨‍🍳 Fácil limpeza, não gruda e é economico (R$51.9)! 📈 Comente EU QUERO que te envio o link!""";51.9;3.63;2331;4.8;https://cf.shopee.com.br/file/sg-11134201-7reqe-m8hum901ty1z01;https://s.shopee.com.br/7fVZWUcfNN;2026-04-02 12:07:47;pendente;
58256293907;"""Descubra a beleza com o Espelho Orgânico 120x50 e 80x40 com Moldura em Couro, perfeito para decoração moderna e luxuosa! Compre agora a partir de R$ 89,90 e transforme seu quarto em um espaço de glamour e elegância 🏰💅 Comente EU QUERO que te envio o link!""";89.9;9.89;929;4.8;https://cf.shopee.com.br/file/br-11134207-820lt-mlgb72rszg1y0c;https://s.shopee.com.br/7VC9KBdIiM;2026-04-02 12:07:47;pendente;
18697989719;"""🔧💪 Acabou de encontrar o seu parceiro de trabalho ideal! 🤩 Conjunto de 108 ou 53 peças de ferramentas soquete sextavado catraca chave maleta multi-função profissional, com tudo que você precisa para superar qualquer desafio! 🚧 R$ 79,99 é um preço incrível! 🤑 Comente EU QUERO que te envio o link! 👉""";79.99;13.60;332;4.8;https://cf.shopee.com.br/file/sg-11134201-7rep7-m2le8oxupz7ta4;https://s.shopee.com.br/7Ksj7sdw3L;2026-04-02 12:07:47;pendente;
15596814974;"""Linda oportunidade! 🎉😍 Compre agora o Kit de 2 Cobertores Manta Lisas Casal Microfibra 1,80 x 2,00 e mantenha o calor em casa! 🏠️ Preço incrível de R$ 57,9 (queima de estoque)! 🚨 Não perca essa chance de economizar! Comente EU QUERO que te envio o link! 👇""";57.9;1.74;17;4.5;https://cf.shopee.com.br/file/br-11134207-7qukw-lf5jcy0p5u732f;https://s.shopee.com.br/30jjxuuQqW;2026-04-02 12:07:47;pendente;
21543845617;"""🏠🍲🎁 Organize sua cozinha com estilo e economia! Escolha seu kit de potes herméticos para mantimentos de cozinha, feitos de acrílico plástico, perfeitos para guardar alimentos frescos e longe das moscas! 🐜🍃 Preço incrível de R$ 49,9! 🤑 Comente EU QUERO que te envio o link! 💬""";49.9;8.98;553;4.9;https://cf.shopee.com.br/file/br-11134207-7r98o-m9rdlxmqva61f6;https://s.shopee.com.br/3B3AADtnVZ;2026-04-02 12:07:47;pendente;
23599043776;"""Transforme sua cozinha em um espaço de organização e eficiência com o Escorredor de Louça Duplo Multifuncional! Suporte para pratos, talheres e tábua de corte em um só produto, economize espaço e tempo, preço incrível R$ 77.9! 🍳🏠📈 Comente EU QUERO que te envio o link!""";77.9;10.13;641;4.7;https://cf.shopee.com.br/file/br-11134207-81z1k-mg4h3ptpbsw74e;https://s.shopee.com.br/5L7f4SxMGF;2026-04-02 17:02:49;pendente;
27388358601;"""Acabe com a falta de iluminação em seu quarto ou banheiro com nosso Espelho Oval com LED Moderno, que oferece luz quente e fria, além de ser decorativo e muito econômico, apenas R$ 61,9! 🌟💡🛋️ Comente EU QUERO que te envio o link!""";61.9;14.24;2784;4.8;https://cf.shopee.com.br/file/br-11134207-820lq-mlgenqnnagau47;https://s.shopee.com.br/AUplDxdgmG;2026-04-02 17:02:49;pendente;
22092998564;"""Acabe com o treino de baixo rendimento com a Creatina Monohidratada Pura de Dark Lab! 💪 1kg, 500g, 300g e 150g disponíveis por apenas R$ 29,9 📦👉 Comente EU QUERO que te envio o link! 👇""";29.9;3.89;12923;4.9;https://cf.shopee.com.br/file/br-11134207-7r98o-lzawb2jf7rxhf2;https://s.shopee.com.br/AKWL1eeK7F;2026-04-02 17:02:49;pendente;
19499232449;"""🛏️👫 Dê um toque de charme à sua casa com essa linda colcha de cama para casal! 3 peças com fronhas estampadas sortidas, decoração lindo e preço incrível: R$ 46,78! 🤑 Comente EU QUERO que te envio o link! 📲""";46.78;6.55;357;4.2;https://cf.shopee.com.br/file/br-11134207-7r98o-ltrknyzfzj7j51;https://s.shopee.com.br/AACupLexSE;2026-04-02 17:02:49;pendente;
